timestamp,open,high,low,close,volume
2023-11-17,0.1358,0.14291,0.11183,0.13757,623655102.0
2023-11-18,0.13752,0.14793,0.1268,0.1403,1102031806.0
2023-11-19,0.1403,0.15542,0.13267,0.14348,641984438.0
2023-11-20,0.14348,0.14642,0.12721,0.13018,591435744.0
2023-11-21,0.13018,0.13426,0.11483,0.11488,660506429.0
2023-11-22,0.11493,0.13507,0.11467,0.1278,514697408.0
2023-11-23,0.12779,0.13135,0.12333,0.12657,276590129.0
2023-11-24,0.12653,0.14282,0.12555,0.14045,391153785.0
2023-11-25,0.14044,0.14226,0.13365,0.13718,211605233.0
2023-11-26,0.13722,0.139,0.12628,0.13019,232442520.0
2023-11-27,0.1302,0.13229,0.12186,0.1286,246832588.0
2023-11-28,0.1286,0.13568,0.12272,0.13269,285864466.0
2023-11-29,0.13268,0.13499,0.12703,0.12899,184314547.0
2023-11-30,0.12897,0.13141,0.12667,0.12847,136289615.0
2023-12-01,0.12846,0.1419,0.12803,0.13793,354454703.0
2023-12-02,0.13794,0.14123,0.13479,0.1374,191684885.0
2023-12-03,0.13739,0.14369,0.13625,0.14021,210060438.0
2023-12-04,0.1402,0.15087,0.13651,0.14553,421414307.0
2023-12-05,0.14553,0.14752,0.138,0.13988,193101954.0
2023-12-06,0.13989,0.14213,0.13505,0.13724,199531325.0
2023-12-07,0.13725,0.13928,0.12608,0.12725,270182133.0
2023-12-08,0.12725,0.13526,0.12558,0.13128,246019128.0
2023-12-09,0.13126,0.13397,0.12582,0.12797,214167111.0
2023-12-10,0.12798,0.13141,0.12308,0.12934,155064163.0
2023-12-11,0.12933,0.12957,0.11455,0.11921,294557984.0
2023-12-12,0.11919,0.12672,0.11561,0.11928,239808920.0
2023-12-13,0.11926,0.1328,0.1174,0.12733,450572240.0
2023-12-14,0.12737,0.13113,0.12316,0.12887,239576296.0
2023-12-15,0.1288,0.1292,0.11666,0.11773,231244910.0
2023-12-16,0.1177,0.12588,0.11628,0.1186,195997578.0
2023-12-17,0.11859,0.11978,0.10292,0.10619,442468270.0
2023-12-18,0.10619,0.10907,0.09486,0.10901,509081982.0
2023-12-19,0.10903,0.11488,0.10527,0.10678,377699779.0
2023-12-20,0.10675,0.1178,0.10411,0.11411,385290216.0
2023-12-21,0.11411,0.11597,0.10844,0.11303,287588476.0
2023-12-22,0.11303,0.11584,0.1058,0.10994,258632691.0
2023-12-23,0.10996,0.115,0.1054,0.1131,237626861.0
2023-12-24,0.11309,0.11352,0.10173,0.1046,237716475.0
2023-12-25,0.10466,0.11,0.10321,0.10918,290745975.0
2023-12-26,0.10917,0.11337,0.09618,0.10509,281844551.0
2023-12-27,0.10508,0.10656,0.10146,0.10647,184570022.0
2023-12-28,0.10647,0.11147,0.10351,0.10536,267393069.0
2023-12-28,0.10647,0.11147,0.10351,0.10536,267393069.0
