timestamp,open,high,low,close,volume
2023-12-18,0.3571,16.3799,0.3571,13.876,46424899.1
2023-12-19,13.8882,15.0797,12.423,13.2906,13313060.9
2023-12-20,13.2941,13.7669,12.0155,13.3745,9266862.7
2023-12-21,13.3733,17.25,12.6263,15.3897,17139087.5
2023-12-22,15.3895,16.47,12.4088,13.2577,10870081.9
2023-12-23,13.264,14.0319,12.53,13.3167,6178636.4
2023-12-24,13.3166,13.5449,12.1,12.6691,4246249.3
2023-12-25,12.6759,14.2576,12.4904,13.7062,5366979.2
2023-12-26,13.7049,14.2748,10.2606,11.71,6435963.0
2023-12-27,11.7253,11.9941,10.68,11.1565,4803989.4
2023-12-28,11.1615,11.4142,10.3,10.7648,4535884.3
2023-12-28,11.1615,11.4142,10.3,10.7648,4535884.3
