timestamp,open,high,low,close,volume
2023-12-04,1.0875,1.305,1.0799,1.0833,3880913.7
2023-12-05,1.0833,3.25,1.066,2.8892,14296157.7
2023-12-08,1.0774,3.5,1.0724,1.0736,32328149.1
2023-12-09,1.0735,1.0757,1.0717,1.0733,6821309.1
2023-12-10,1.0733,1.0759,1.0729,1.0755,3712388.0
2023-12-11,1.0757,1.077,1.0612,1.0746,4430413.7
2023-12-12,1.0746,1.0816,1.0745,1.0795,1784636.7
2023-12-13,1.0795,1.0895,1.0759,1.0856,4006181.5
2023-12-14,1.0856,1.102,1.0852,1.0988,2268300.4
2023-12-15,1.0988,1.0995,1.0872,1.0884,1101729.2
2023-12-16,1.0884,1.094,1.0854,1.0902,1257590.5
2023-12-17,1.0902,1.1284,1.0834,1.0901,3212056.4
2023-12-18,1.0901,1.0943,1.088,1.0916,662031.2
2023-12-19,1.0923,1.0991,1.0915,1.0974,972653.4
2023-12-20,1.0974,1.098,1.0929,1.0939,1096017.2
2023-12-21,1.094,1.101,1.0929,1.1,1040780.8
2023-12-22,1.1002,1.1027,1.0978,1.098,598095.8
2023-12-23,1.0979,1.0995,1.0918,1.0947,536543.2
2023-12-24,1.0934,1.097,1.087,1.092,1132900.8
2023-12-25,1.092,1.098,1.087,1.0975,1216697.2
2023-12-26,1.0975,1.1041,1.0967,1.1021,477611.5
2023-12-27,1.1021,1.112,1.1002,1.1086,650809.4
2023-12-28,1.1086,1.1119,1.1036,1.1044,442918.1
2023-12-28,1.1086,1.1119,1.1036,1.1044,442918.1
