timestamp,open,high,low,close,volume
2023-10-12,0.2006,0.3487,0.2006,0.2629,2704466329.0
2023-10-13,0.2629,0.2748,0.181,0.2112,5707372649.0
2023-10-14,0.2112,0.2579,0.2002,0.2316,2866621535.0
2023-10-15,0.2315,0.2714,0.2221,0.2375,1986101378.0
2023-10-16,0.2374,0.265,0.221,0.2325,1146085675.0
2023-10-17,0.2324,0.2345,0.1786,0.1869,1350673946.0
2023-10-18,0.1869,0.187,0.1401,0.1594,2042260508.0
2023-10-19,0.1594,0.1637,0.1355,0.1491,1404006376.0
2023-10-20,0.1491,0.1585,0.1325,0.1501,1419073381.0
2023-10-21,0.1501,0.158,0.1432,0.1506,874009499.0
2023-10-22,0.1506,0.177,0.1486,0.1641,1268346990.0
2023-10-23,0.1641,0.1656,0.1434,0.1522,891067506.0
2023-10-24,0.1521,0.1575,0.1315,0.1393,864046075.0
2023-10-25,0.1393,0.1473,0.1335,0.1408,552095385.0
2023-10-26,0.1408,0.15,0.1374,0.1452,691275843.0
2023-10-27,0.1452,0.1589,0.1431,0.1448,773828058.0
2023-10-28,0.1447,0.1534,0.1443,0.1493,319282758.0
2023-10-29,0.1493,0.1685,0.1431,0.161,611331264.0
2023-10-30,0.161,0.2009,0.1596,0.1918,1804303352.0
2023-10-31,0.1918,0.2024,0.1603,0.1692,799976899.0
2023-11-01,0.1691,0.1715,0.1509,0.1593,594765385.0
2023-11-02,0.1594,0.1656,0.1425,0.1537,471088512.0
2023-11-03,0.1536,0.1544,0.1466,0.1532,228565329.0
2023-11-04,0.1533,0.1639,0.1512,0.1557,240961598.0
2023-11-05,0.1558,0.1627,0.15,0.1575,226128088.0
2023-11-06,0.1576,0.1625,0.1521,0.1579,180454565.0
2023-11-07,0.1579,0.16,0.144,0.1497,284445895.0
2023-11-08,0.1497,0.1708,0.1473,0.1637,266544613.0
2023-11-09,0.1636,0.1743,0.0989,0.1421,607013555.0
2023-11-10,0.1421,0.1723,0.1353,0.1622,656992753.0
2023-11-11,0.1623,0.195,0.1594,0.1656,693621306.0
2023-11-12,0.1656,0.1672,0.1514,0.1564,262575968.0
2023-11-13,0.1565,0.2155,0.1521,0.1696,1358679444.0
2023-11-14,0.1697,0.2148,0.158,0.2026,1401029038.0
2023-11-15,0.2026,0.2344,0.1976,0.2119,1328255749.0
2023-11-16,0.2119,0.2385,0.1889,0.205,665272065.0
2023-11-17,0.205,0.2179,0.181,0.2005,532000643.0
2023-11-18,0.2006,0.2011,0.1734,0.1888,344240527.0
2023-11-19,0.1888,0.1938,0.1805,0.1907,247854859.0
2023-11-20,0.1906,0.193,0.175,0.1784,320324323.0
2023-11-21,0.1784,0.1832,0.148,0.1505,572204575.0
2023-11-22,0.1506,0.166,0.1505,0.1632,227605394.0
2023-11-23,0.1631,0.1679,0.1535,0.158,172155661.0
2023-11-24,0.1581,0.1808,0.157,0.177,496074028.0
2023-11-25,0.1769,0.2199,0.1753,0.2136,1228687003.0
2023-11-26,0.2136,0.2264,0.195,0.2068,749084092.0
2023-11-27,0.2069,0.2376,0.1982,0.2192,723693504.0
2023-11-28,0.2192,0.226,0.1871,0.1982,457135745.0
2023-11-29,0.1981,0.2093,0.188,0.1924,366143003.0
2023-11-30,0.1923,0.2286,0.1901,0.2153,1004863069.0
2023-12-01,0.2154,0.2874,0.2132,0.2733,2154343739.0
2023-12-02,0.2732,0.4593,0.268,0.4226,3510500102.0
2023-12-03,0.4227,0.4894,0.3876,0.4657,2201394312.0
2023-12-04,0.4656,0.95,0.4608,0.8289,2952773779.0
2023-12-05,0.8291,0.9966,0.7168,0.7824,2168181914.0
2023-12-06,0.7823,0.8275,0.5667,0.6135,1918004201.0
2023-12-07,0.6136,0.7198,0.585,0.619,1159391103.0
2023-12-08,0.6192,0.6295,0.5341,0.5971,808221553.0
2023-12-09,0.5971,0.6507,0.5488,0.5602,632142591.0
2023-12-10,0.5602,0.644,0.5459,0.608,514957780.0
2023-12-11,0.6081,0.7122,0.504,0.6213,1215022524.0
2023-12-12,0.6212,0.7827,0.6168,0.7747,1074716045.0
2023-12-13,0.7745,0.8079,0.6471,0.7113,921291390.0
2023-12-14,0.7113,0.7588,0.647,0.7226,590599673.0
2023-12-15,0.7227,0.7364,0.6026,0.6084,423292557.0
2023-12-16,0.6085,0.6396,0.5952,0.6133,257437456.0
2023-12-17,0.6133,0.6395,0.564,0.6079,281573227.0
2023-12-18,0.608,0.6274,0.5068,0.5415,412671152.0
2023-12-19,0.5415,0.5751,0.512,0.5521,285412747.0
2023-12-20,0.5522,0.6057,0.5153,0.5761,347394306.0
2023-12-21,0.5761,0.5761,0.522,0.5515,253374762.0
2023-12-22,0.5515,0.6064,0.5255,0.5851,281575722.0
2023-12-23,0.5852,0.6282,0.533,0.5777,312277450.0
2023-12-24,0.5778,0.6503,0.5495,0.5736,319760486.0
2023-12-25,0.5735,0.655,0.5639,0.645,292305208.0
2023-12-26,0.645,0.6761,0.5094,0.5798,343232658.0
2023-12-27,0.5799,0.5835,0.5451,0.5717,186980410.0
2023-12-28,0.5718,0.5809,0.5216,0.5492,177065774.0
2023-12-28,0.5718,0.5809,0.5216,0.5492,177065774.0
